"","MEAN_ALL","MEAN_0","MEAN_1","MEAN_2","SUM_ALL","SUM_0","SUM_1","SUM_2","VAR_ALL","VAR_0","VAR_1","VAR_2","NTP_0","NTP_1","NTP_2","EVERTT TMP","EVERTT HUMIDITY","EVERTT VIS","SEATTLE TMP","SEATTLE HUMIDITY","SEATTLE VIS","RICHLAND TMP","RICHLAND HUMIDITY","RICHLAND VIS","YAKIMA TMP","YAKIMA HUMIDITY","YAKIMA VIS"
"2020-03-01",0.0437477201830559,0.154423158626915,0.0208692926017544,0.00951913421053484,8.92453491734341,6.48577266233042,1.6486741155386,0.790088139474392,0.0241456526509982,0.103136453757042,0.000194050039250583,5.83404776479251e-05,42,79,83,42.98,17.9520368393892,16093,46.4,14.2311080647786,16093,47.03,11.6408957275692,16046.5,50.45,0.0179191945825112,16046.5
"2020-03-02",0.0384281386472124,0.154189352855264,0.0166252564209012,0.00994754240319536,8.87690002750605,6.47595281992108,1.29677000083029,1.10417720675468,0.0219351521047999,0.105764028184979,0.000139587037082559,7.33492171500117e-05,42,78,111,44.06,17.978212178795,16093,46.4,3.31060360868491,16093,46.04,3.35931001641753,16046.5,51.53,0.00281653269132004,16046.5
"2020-03-03",0.0473671692599719,0.162076763786553,0.0152943890099808,0.012539681934175,8.76292631309479,6.80722407903522,0.902368951588869,1.0533332824707,0.0265420831840886,0.101293701568618,0.000141395881914256,8.76276998075456e-05,42,59,84,44.96,68.4440758222811,14484,48.2,36.5702054161247,16093,47.48,43.2977731933644,16046.5,59,0.564259971417016,16046.5
"2020-03-04",0.0461042621198411,0.161982983040313,0.0144776292145252,0.00938324122689664,8.43707996793091,6.80328528769314,0.883135382086039,0.750659298151731,0.0270321732090762,0.101818630152983,0.000148481357535484,4.45871321306668e-05,42,61,80,47.12,23.6871189327796,16093,48.8,50.359224226189,10729,48.47,30.2624949444921,16046.5,60.53,0.0274461268338148,16046.5
"2020-03-05",0.0376741807863471,0.144552843101944,0.0153829718726766,0.0127804687352113,8.70273576164618,6.07121941028163,1.27678666543216,1.3547296859324,0.0220601596572506,0.108865460380415,0.000162176948951735,9.86275768309054e-05,42,83,106,48.92,0.829552312107553,16093,53,0.202054023018287,16093,50.54,0.849562789118084,16046.5,56.48,0.000400516843554339,16046.5
"2020-03-06",0.0413898215195987,0.160008158213237,0.017738679686609,0.00836686280212903,8.89881162671372,6.72034264495596,1.3836170155555,0.794851966202259,0.023129392237948,0.102306252227594,0.000171621602367863,3.97378042025542e-05,42,78,95,50,27.6562261681667,14484,55.4,5.10432052757934,16093,53.96,7.55039479627059,16046.5,57.47,0.0804618290079014,16046.5
"2020-03-07",0.0439803649063165,0.15887714891384,0.0172312471109468,0.00840248726308346,8.62015152163804,6.6728402543813,1.27511228621006,0.672198981046677,0.0251812630258762,0.102088717117694,0.000186923588831828,3.03686412284396e-05,42,74,80,41,33.2475934569441,16093,44,58.0278958400827,13947.3333333333,42.53,38.4675670095275,16046.5,54.95,1.59015409320987,16046.5
"2020-03-08",0.0465451209796204,0.165167239871586,0.0128791004779839,0.0136492604982447,8.93666322808713,6.9370240746066,0.798504229635,1.20113492384553,0.0257482580300752,0.101169051277172,8.09848762939245e-05,9.83498394439005e-05,42,62,88,42.62,16.2533313314212,16093,40.4,68.2772254313909,15556.6666666667,42.68,26.5163512050879,13728.6666666667,50,0.677058065039484,16046.5
"2020-03-09",0.0422011386583348,0.151441794792412,0.0179291435528591,0.0126203114873376,8.94664139556699,6.3605553812813,1.48811891488731,1.09796709939837,0.0238947119967147,0.107173898598105,0.000139337839579809,0.000116230613208029,42,83,87,42.08,13.1548574791013,16093,46.4,2.53979723345966,16093,45.95,2.86879875472404,16046.5,50.54,0.00197727454478231,16046.5
"2020-03-10",0.036017312609355,0.143846195484955,0.0152987727434725,0.0131928488089327,8.96831083972938,6.04154021036811,1.42278586514294,1.50398476421833,0.0206382501450867,0.109887711745731,0.000136369794533551,0.000112362770374201,42,93,114,46.04,1.89328377198567,16093,51.2,0.279707658586543,16093,49.46,0.228554412075945,16046.5,51.98,0.027852241372499,16046.5
"2020-03-11",0.0413707393187484,0.150370497051405,0.014627551070497,0.0120221922573234,8.48100156034343,6.315560876159,1.15557653456926,1.00986414961517,0.0244099492447454,0.105656551154463,0.00015359668377776,9.49126281099547e-05,42,79,84,46.94,16.4498621765725,16093,53.6,1.15610826752598,16093,50,6.57739298562595,16046.5,58.01,0.0272483477223084,16046.5
"2020-03-12",0.0400213681326972,0.148125703734834,0.0160376738273987,0.0145536930683781,9.00480782985687,6.22127955686301,1.2990515800193,1.48447669297457,0.0222343561921306,0.106064776380381,0.000163450177043084,0.00015028588344124,42,81,102,48.02,2.30899517482768,16093,50.6,6.67336056351269,16093,48.92,3.19849253769152,16046.5,55.49,0.0376369526618908,16046.5
"2020-03-13",0.0365045134517019,0.147549630292425,0.0150245014004982,0.0129461324895206,9.05311933602206,6.19708447228186,1.36722962744534,1.48880523629487,0.0206743158025152,0.108736767914004,0.000115821705495271,0.000124653910224228,42,91,115,44.06,3.8427013328947,16093,51.2,0.72037913455865,16093,50,2.25197156744134,16046.5,53.51,0.0174475070774001,16046.5
"2020-03-14",0.0463121312423027,0.16100667897124,0.0177764005082495,0.00951776366967422,8.89192919852212,6.76228051679209,1.51099404320121,0.618654638528824,0.0255964214591287,0.101502011971228,0.000151838107390142,7.59879170449442e-05,42,85,65,35.06,77.115829578231,8047,33.8,100,5364.33333333333,37.49,57.534102870982,8828,35.735,52.9398760330333,9644.25
"2020-03-15",0.0401855818342776,0.150562278837675,0.0196552282035515,0.0140765337800642,9.60435405839235,6.32361571118236,1.78862576652318,1.49211258068681,0.0212494459369134,0.107377124202646,0.000182976379229714,0.00015368675998425,42,91,106,37.04,0.217259287128195,16093,44,0.367559561347043,16093,39.47,0.843891474654822,16046.5,32.54,0.909716672377538,16046.5
"2020-03-16",0.037024429575558,0.14352151958294,0.0193252265152912,0.0145890970699607,9.66337611922063,6.02790382248349,1.79724606592208,1.83822623081505,0.0196716376233959,0.109979859926183,0.000202050233136545,0.000143677820006839,42,93,126,42.98,0.215542277693394,16093,46.4,0.0531787653172286,16093,45.05,0.158857779279441,16046.5,39.02,0.0283778356221899,16046.5
"2020-03-17",0.0385883174680143,0.144393388148663,0.0193188189035829,0.0146062184029665,9.41554946219549,6.06452230224386,1.64209960680455,1.70892755314708,0.0209877374039336,0.109706178458672,0.00019763732293385,0.000141674416216425,42,85,117,50,0.479306136405364,16093,54.8,0.225714775918998,16093,53.96,0.389670699899882,16046.5,53.51,0.0127909568674385,16046.5
"2020-03-18",0.0390857558806185,0.145772160125142,0.0171352891394725,0.0126672824250257,8.87246658490039,6.12243072525598,1.559311311692,1.19072454795241,0.0221431368647752,0.107096034086191,0.000185084047783721,9.95546907576204e-05,42,91,94,48.02,4.14986084349801,16093,54.8,0.955209036804276,16093,52.52,1.06883832951027,16046.5,55.04,0.0572856692936234,16046.5
"2020-03-19",0.0381199110700503,0.148007794654751,0.0153279758667872,0.0124796855228919,8.80569945718162,6.21632737549953,1.24156604520977,1.34780603647232,0.022104706212998,0.10836167688222,0.000154219583231558,8.1054157183748e-05,42,81,108,53.06,2.8305658898796,16093,57.8,1.50870825992187,16093,55.04,2.03629607166822,16046.5,60.53,0.00734580917733195,16046.5
"2020-03-20",0.0401132132199245,0.14715003409046,0.0160776416974506,0.0127898978323422,8.70456726872362,6.18030143179931,1.3987548276782,1.12551100924611,0.0234645268172618,0.10852956158473,0.000160300767983526,8.84212437645231e-05,42,87,88,55.94,4.49921775321858,16093,60.2,1.21376952996024,16093,59.99,1.17819426969081,16046.5,63.05,0.0225159003779075,16046.5
"2020-03-21",0.0386598738285621,0.146380426376016,0.015599672509314,0.0121902291042109,8.65981173759792,6.14797790779267,1.34157183580101,1.17026199400425,0.0228235962186545,0.109008873704609,0.00013266997281478,9.12731130343297e-05,42,86,96,55.94,3.52053189707852,16093,62.6,0.273382568435045,16093,60.53,1.07474077746693,16046.5,65.48,0.115731747534482,16046.5
